"變數","PC1","PC2"
"gdp_std",0.870949789769822,-0.21609359556282
"china_ex_to_i_std",0.94461490161093,0.0492799260645734
"china_im_fr_i_std",0.898079986037211,0.171356919242776
"exportdep_std",0.211219658195196,0.734654709481298
"importdep_std",0.0149439045565463,0.622338090883828
"population_total_std",0.430786489580381,-0.410202693120901
