year,countryname,countrycode,china_im_fr_i,china_ex_to_i,diplomcy,dist,va,psv,ge,rq,rl,cc,gdp,population_total,gdp_per_capita,trade,arms,military,financial,travel,ASEAN.1,RCEP,AIIB,NDB,SCO,BFTA,FTA,ORG,partnership,partnership2,dip_age,WGI,exportdep,importdep,economy,arms_and_military,xi,dist_std,dip_age_std,population_total_std,gdp_std,china_ex_to_i_std,china_im_fr_i_std,exportdep_std,importdep_std,trade_std,arms_std,military_std,financial_std,travel_std,va_std,psv_std,ge_std,rq_std,rl_std,cc_std,WGI_std,econ_PC1,econ_PC2,econ_PC3,econ_PC4,econ_PC5,sanct_PC1,sanct_PC2,sanct_PC3,sanct_PC4,sanct_PC5,gov_PC1,gov_PC2,gov_PC3,gov_PC4,gov_PC5,partnership_lag,partnership_change,is_increase
2013,Kenya,KEN,52858716,3221778485,1963,9223.831,-0.21,-1.17,-0.48,-0.33,-0.72,-1.04,61671440408,44986791,1370.878852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,-0.658333333,0.000857102,0.052241012,0,0,1,0.02799821,0.879660777,0.132484488,-0.284106382,-0.177936534,-0.293914504,-0.451053065,0.064839252,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.151301526,-1.138253823,-0.463715703,-0.336801281,-0.654711584,-0.976555099,-0.670064579,-0.439975503,-0.308008803,0.330171501,-0.037785513,-0.152316648,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.506732216,-0.730944897,0.263806499,0.350407315,-0.177375583,0,1,TRUE
2017,Kenya,KEN,166805755,5057003534,1963,9223.831,-0.2,-1.13,-0.39,-0.28,-0.43,-0.97,82036510877,49197766,1667.484472,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,54,-0.566666667,0.002033311,0.061643328,1,0,1,0.02799821,1.117221988,0.173501595,-0.251417955,-0.069595795,-0.288027377,-0.428340638,0.146554034,-0.294045397,-0.219225392,-0.231110698,0.881289162,-0.248424495,-0.140987979,-1.096414987,-0.371821532,-0.284798971,-0.360679316,-0.907033434,-0.568872111,-0.341953716,-0.261414601,0.405461722,-0.029760736,-0.153819721,0.083624418,-0.283467263,0.025173381,-0.313012221,-0.91683577,-1.270872327,-0.742929868,0.171075413,0.314944422,-0.211165847,1,2,TRUE
2013,Kyrgyz Republic,KGZ,62799764,5076342969,1992,3471.802,-0.54,-0.91,-0.65,-0.33,-1.12,-1.16,7335033801,5777150,1269.663035,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,21,-0.785,0.008561619,0.692068109,0,0,1,-1.47286087,-0.842658,-0.249438003,-0.371322957,-0.06845411,-0.293400895,-0.302279972,5.625526146,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.491648591,-0.866301388,-0.63729358,-0.336801281,-1.060273333,-1.095735096,-0.809894172,-0.423986115,3.222316501,4.469155488,-1.186327852,0.215887146,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.835833584,-0.325669764,0.180565431,0.530025196,-0.030638308,0,2,TRUE
2018,Kyrgyz Republic,KGZ,54327492,5556792814,1992,3471.802,-0.35,-0.53,-0.65,-0.4,-0.93,-0.96,8271106235,6444078.5,1283.520403,0,0,0,0,0,0,0,1,0,1,0,0,2,3,3,26,-0.636666667,0.006568347,0.671831875,0,0,1,-1.47286087,-0.545706486,-0.242941769,-0.369820446,-0.040091217,-0.293838619,-0.34076977,5.449654637,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.29569119,-0.468832445,-0.63729358,-0.409604514,-0.867631502,-0.897101767,-0.64614636,-0.41324585,3.091533404,4.349933632,-1.177511433,0.188216245,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.478389809,-0.033153684,0.337202785,0.341391174,-0.011841712,2,1,TRUE
2006,Cambodia,KHM,35087363,697674701,1958,3351.089,-0.93,-0.35,-0.98,-0.62,-1.24,-1.26,8350531017,13639028,612.2526486,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.5,48,-0.896666667,0.004201812,0.083548543,1,0,0,-1.504358138,0.760880172,-0.172859183,-0.36969296,-0.326944565,-0.294832669,-0.386467201,0.336930535,-0.294045397,-0.219225392,-0.231110698,0.881289162,-0.248424495,-0.89387694,-0.280557683,-0.974238873,-0.638414674,-1.181941858,-1.19505176,-0.933164997,-0.639637378,0.020333676,0.378738176,-0.241414871,-0.102704847,0.083624418,-0.283467263,0.025173381,-0.313012221,-0.91683577,-2.138391672,0.461691795,0.138870233,0.469184175,0.090569545,0,1,TRUE
2010,Cambodia,KHM,94728582,1347272215,1958,3351.089,-0.93,-0.5,-0.96,-0.49,-1.12,-1.25,13808673288,14500726,952.2746163,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0.5,52,-0.875,0.006860078,0.097567101,0,0,0,-1.504358138,0.998441382,-0.164465792,-0.360931974,-0.288596202,-0.291751277,-0.335136469,0.458764713,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.89387694,-0.437453318,-0.953817946,-0.50320867,-1.060273333,-1.185120094,-0.909246777,-0.600187817,0.123473853,0.458233241,-0.234139002,-0.089206504,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-2.074257428,0.276220331,0.062886602,0.525747812,0.136689176,1,2,TRUE
2003,"Korea, Rep.",KOR,43160536144,20104849210,1992,955.6511,0.72,0.25,0.79,0.72,0.8,0.54,7.02715E+11,47892330,14672.80575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0.636666667,0.061419701,0.028610252,0,0,0,-2.129392317,-1.436561026,0.160785963,0.744846659,0.818739248,1.933263727,0.718401847,-0.140533825,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.807858383,0.347024859,0.833013149,0.755247213,0.886423063,0.592648198,0.75950902,2.062835614,0.510455712,-0.635463732,-0.0612795,-0.418291392,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.738387628,-0.324695491,0.047620494,0.059139911,-0.142799959,0,1,TRUE
2008,"Korea, Rep.",KOR,1.12154E+11,73905188005,1992,955.6511,0.66,0.42,0.99,0.73,0.86,0.43,1.04734E+12,49054708,21350.42798,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0.681666667,0.107084433,0.070564724,0,0,0,-2.129392317,-1.139609513,0.172108135,1.298010554,3.994790314,5.497827883,1.600181138,0.224089184,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.745977099,0.524839912,1.037222417,0.765647674,0.947257325,0.483399867,0.809185323,6.261732702,1.860155914,-1.24945965,-0.840488206,-2.305255481,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,1.851145847,-0.170742829,-0.026157797,0.183249746,-0.331038402,1,1,TRUE
2018,Kuwait,KWT,15343866351,3312647899,1971,6225.544,-0.6,0.09,-0.12,0.01,0.19,-0.32,1.38646E+11,4323515,32067.96237,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,47,-0.125,0.110669124,0.023892794,0,0,1,-0.754335514,0.701489869,-0.263597171,-0.160552297,-0.172572146,0.496102527,1.669400992,-0.18153288,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.553529875,0.179669514,-0.09613902,0.016814422,0.267941396,-0.261475115,-0.081308399,0.245504228,1.212504734,-1.016616881,0.734817275,0.07717721,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.175110569,0.345155823,-0.388287248,0.220115933,0.01715604,0,2,TRUE
2009,Lao PDR,LAO,336572086,372632007,1961,2778.652,-1.7,-0.16,-0.96,-1.07,-1.05,-1.25,5836137330,6241642,935.0323728,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,48,-1.031666667,0.057670351,0.063849081,0,0,0,-1.653722349,0.760880172,-0.244913607,-0.373728869,-0.346133146,-0.27925632,0.646002444,0.165724064,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.688020091,-0.081823211,-0.953817946,-1.106435457,-0.989300027,-1.185120094,-1.082193905,-0.522991489,0.642627939,-0.199940998,0.319418745,0.117358064,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-2.471009093,0.985577595,-0.486306629,0.219794352,-0.082267788,0,3,TRUE
2005,Sri Lanka,LKA,36599071,941165731,1957,5171.491,-0.21,-1.15,-0.31,-0.42,0.16,-0.34,24405791045,20216524,1207.219948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,-0.378333333,0.001499606,0.038563214,0,0,0,-1.029366293,0.760880172,-0.108790919,-0.343922305,-0.312570307,-0.294754566,-0.438646407,-0.054033422,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.151301526,-1.117334405,-0.290137825,-0.430405437,0.237524264,-0.281338448,-0.360967585,-0.613505168,-0.272858622,0.121563461,-0.162772918,-0.133558546,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.788392127,-0.812517201,-0.125446832,-0.281603342,-0.127101406,0,1,TRUE
2013,Sri Lanka,LKA,182350399,3437268652,1957,5171.491,-0.59,-0.61,-0.17,-0.17,-0.27,-0.22,77000578167,20585000,3740.615893,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,56,-0.338333333,0.002368169,0.044639517,0,0,1,-1.029366293,1.236002593,-0.105201769,-0.259501242,-0.16521528,-0.287224255,-0.421874578,-0.001224743,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.543216328,-0.552510118,-0.147191337,-0.170393891,-0.198454616,-0.162158451,-0.316810871,-0.47589632,-0.241862912,0.16180465,-0.195803701,-0.103206709,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.699427088,-0.248931873,-0.406069323,-0.002454254,0.019209651,1,1,TRUE
1999,Morocco,MAR,55489396,253831206,1958,9951.105,-0.35,0.12,0.02,0,0.11,-0.07,46266428648,28027179,1650.770085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,-0.028333333,0.001199345,0.005486293,0,0,0,0.217763559,0.345148053,-0.032711038,-0.308833309,-0.353146437,-0.293778588,-0.444444409,-0.341502328,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.29569119,0.211048641,0.046807467,0.00641396,0.186829046,-0.013183455,0.025403658,-0.602449647,-0.482579361,-0.068616938,-0.060458024,-0.127048767,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,0.061292334,0.264198457,-0.263148267,0.048736178,-0.015648636,0,1,TRUE
2016,Morocco,MAR,549980052,3164016439,1958,9951.105,-0.62,-0.32,-0.19,-0.16,-0.27,-0.19,1.11573E+11,35023457,3185.663454,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58,-0.291666667,0.004929332,0.028358276,0,0,1,0.217763559,1.354783198,0.035436383,-0.204008364,-0.181346461,-0.268230498,-0.372418908,-0.142723729,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.57415697,-0.249178556,-0.167612264,-0.159993429,-0.198454616,-0.132363452,-0.265294706,-0.403263427,-0.353309012,0.090511285,-0.048795117,-0.082837727,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.591551808,0.033163063,-0.38403736,0.018441572,0.059854684,1,1,TRUE
2014,Maldives,MDV,380248,104041149,1972,5862.359,-0.35,0.68,-0.23,-0.37,-0.49,-0.32,3697353039,413617,8939.074166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,-0.18,0.000102843,0.02813936,0,0,1,-0.849100249,0.404538356,-0.30168163,-0.377161879,-0.361989148,-0.296625828,-0.46561769,-0.144626309,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.29569119,0.796792347,-0.208454118,-0.378403128,-0.421513578,-0.261475115,-0.14202388,-0.716734871,-0.267690083,-0.025264835,-0.294730475,-0.129974086,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.358903073,0.975421671,0.149414165,0.062954245,-0.069194558,0,1,TRUE
2003,Mexico,MEX,1676995189,3267794409,1972,12467.17,0.35,-0.12,0.13,0.34,-0.38,-0.24,7.6555E+11,102978515,7434.074649,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,31,0.013333333,0.002190576,0.004268558,0,0,0,0.874272593,-0.248754973,0.697354328,0.845704695,-0.175220029,-0.210002736,-0.425303882,-0.352085572,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.426257129,-0.039984375,0.159122565,0.360029663,-0.309984097,-0.182021784,0.071400235,0.353662298,-0.962045348,0.25223339,0.265305266,0.599989369,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,0.157537046,-0.246541782,0.359227299,0.384995576,-0.039467249,0,2,TRUE
2013,Mexico,MEX,10271068120,28970338464,1972,12467.17,0.11,-0.71,0.3,0.42,-0.55,-0.59,1.32744E+12,118343573,11216.80085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41,-0.17,0.007737522,0.021824278,0,0,1,0.874272593,0.345148053,0.84701806,1.747600928,1.342104848,0.234014044,-0.318193154,-0.199510193,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.178731991,-0.657107208,0.332700443,0.443233357,-0.48234784,-0.529630109,-0.130984702,2.003547529,-0.910846377,0.370154609,-0.037134727,0.7079791,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.276486773,-0.73868947,0.098811955,0.681933755,-0.244284191,2,1,TRUE
2011,Myanmar,MMR,1677435481,4824966766,1950,3234.079,-1.85,-1.11,-1.61,-2.1,-1.44,-1.59,59977326086,49419820,1213.628987,5,1,0,4,1,1,0,0,0,0,0,1,0,3,3,61,-1.616666667,0.027967827,0.080446513,9,1,0,-1.534889195,1.532954106,0.175664518,-0.286825643,-0.083293862,-0.209979988,0.072451064,0.309971039,7.561511674,4.390569369,-0.231110698,4.532610996,2.363467138,-1.842723302,-1.075495569,-1.617498067,-2.177683026,-1.384722732,-1.522796752,-1.72798584,-0.25370351,0.188356549,0.32110577,0.220880445,-0.094266913,9.048694384,-1.440158358,-4.175271301,-0.482072729,1.020684742,-3.938098456,0.53365818,-0.253612523,-0.417110514,-0.228538538,0,3,TRUE
2002,Mongolia,MNG,223416526,140029903,1949,1172.047,0.38,1.17,-0.12,-0.1,0.24,0.03,1396555720,2449027,570.2492132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,53,0.266666667,0.159976808,0.100268039,0,0,0,-2.072928806,1.057831685,-0.281855668,-0.38085494,-0.359864587,-0.285102555,2.621525147,0.482238354,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.457197771,1.309318089,-0.09613902,-0.097590658,0.318636614,0.08613321,0.35105942,-0.269778453,2.169381986,-0.750184733,1.362432684,0.578922913,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,0.749023909,1.058050289,0.57913561,-0.086673903,0.012929523,0,1,TRUE
2011,Mongolia,MNG,3665831923,2733429009,1949,1172.047,0.05,0.61,-0.58,-0.24,-0.26,-0.7,10409797378,2786317,3736.042015,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,62,-0.186666667,0.352152092,0.262582345,0,0,0,-2.072928806,1.592344409,-0.278570286,-0.366387585,-0.206765774,-0.10724856,6.332401734,1.892899207,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.116850707,0.723574383,-0.565820337,-0.243197124,-0.188315572,-0.63887844,-0.149383333,0.457717049,5.519125473,-1.140309202,3.171357066,1.375678908,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.380322585,0.812581491,0.655177595,0.286222308,0.056730291,1,1,TRUE
2014,Mongolia,MNG,5071649336,2215542687,1949,1172.047,0.24,0.79,-0.43,-0.28,-0.33,-0.47,12226514668,2963113,4126.239758,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,65,-0.08,0.414807447,0.181208034,0,0,1,-2.072928806,1.770515317,-0.276848201,-0.363471532,-0.237338693,-0.034616349,7.542267465,1.185681478,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.312808107,0.911849146,-0.412663386,-0.284798971,-0.259288878,-0.410450112,-0.031632097,0.639134777,5.924867568,-2.18797782,3.968734216,1.569124253,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.122749223,0.899718248,0.758397278,0.13017812,0.000679257,2,1,TRUE
2016,Mozambique,MOZ,479867579,1379856427,1975,11347.11,-0.42,-1.1,-0.95,-0.75,-1.08,-0.9,12069051237,27337105,441.4897348,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41,-0.866666667,0.039760174,0.114330149,0,0,1,0.582018812,0.345148053,-0.039432721,-0.36372428,-0.286672625,-0.271852892,0.30015956,0.604451047,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.367886022,-1.06503586,-0.943607482,-0.773620678,-1.019717158,-0.837511769,-0.900047462,-0.466535374,0.592682954,0.372219291,0.191672793,0.030076997,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-2.048117918,-0.415260159,0.338154002,-0.026808361,0.069567327,0,3,TRUE
2013,Malaysia,MYS,60053944535,45933796030,1974,4355.047,-0.34,0.05,0.99,0.57,0.34,0.33,3.23276E+11,30174265,10713.64076,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,39,0.323333333,0.185766654,0.142088378,0,0,1,-1.242398492,0.226367448,-0.011797293,0.135801292,2.34352619,2.806069539,3.119523296,0.845695631,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.285377643,0.137830678,1.037222417,0.599240285,0.420027052,0.384083203,0.413614764,3.394611696,3.081701342,-1.025595873,0.723856433,-1.1072059,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,0.973841285,-0.127630294,-0.832161989,0.272884185,-0.322566135,0,3,TRUE
2018,Namibia,NAM,502923033,323711070,1990,12372.95,0.47,0.69,0.11,0,0.33,0.31,13682019076,2577327,5308.608134,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,0.318333333,0.036757954,0.023659598,0,0,1,0.84968806,-0.426925881,-0.280605959,-0.36113527,-0.349021147,-0.270661721,0.242187136,-0.183559571,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.550019698,0.807252056,0.138701638,0.00641396,0.409888008,0.36421987,0.408095175,-0.583619271,0.178196194,-0.331115772,0.119593271,0.016709757,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,0.899381847,0.492484441,0.387830015,-0.250896201,-0.022208585,0,3,TRUE
2006,Nigeria,NGA,277751638,2855671246,1971,11466.06,-0.62,-2.03,-0.97,-0.95,-1.08,-1.13,2.38455E+11,149077334,1599.538916,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.5,35,-1.13,0.001164797,0.011975724,0,1,0,0.613056066,-0.011193763,1.146381029,-0.000347164,-0.199549322,-0.282295306,-0.445111522,-0.285103198,-0.294045397,-0.219225392,3.469093216,-0.335818116,-0.248424495,-0.57415697,-2.037788799,-0.964028409,-0.981629915,-1.019717158,-1.065940097,-1.190745826,-0.030996753,-0.944732537,0.503174372,0.739853829,-0.09549481,0.461114884,2.494272701,1.929189779,-1.279399357,0.744086913,-2.676981673,-1.162108191,0.095508918,-0.10322764,-0.10603434,0,2,TRUE
2014,Netherlands,NLD,9368526092,64923312993,1954,7831.141,1.55,1.05,1.84,1.76,1.97,1.96,9.01557E+11,16865008,53457.22349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,60,1.688333333,0.010391502,0.072012473,0,0,1,-0.33539207,1.473563803,-0.141436444,1.064011808,3.464553993,0.18738379,-0.2669452,0.236671456,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.663882819,1.183801581,1.905111806,1.836895244,2.072691179,2.002944831,1.920462613,2.587212679,-0.033844047,0.296848522,-0.997436538,-0.20356048,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,4.386262434,-0.409340547,-0.183573404,-0.171401564,0.013969431,0,1,TRUE
2019,Nepal,NPL,33538072,1482477643,1955,3160.925,-0.15,-0.45,-1.09,-0.74,-0.55,-0.69,34186180699,28414064,1203.142947,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,64,-0.611666667,0.000981042,0.043364822,0,0,1,-1.553977041,1.711125014,-0.028942575,-0.328223584,-0.280614481,-0.294912714,-0.448659806,-0.01230302,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.089420242,-0.385154773,-1.08655397,-0.763220216,-0.48234784,-0.628946773,-0.618548414,-0.566514008,-0.28680501,0.194524549,-0.122630681,-0.140536657,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.428288071,0.08675604,0.586940081,-0.205715375,0.216481558,1,1,TRUE
2014,New Zealand,NZL,9504660500,4741595014,1972,11041.03,1.52,1.47,1.92,1.94,2,2.25,2.01338E+11,4516500,44578.22539,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,42,1.85,0.047207589,0.023550475,0,0,1,0.502154307,0.404538356,-0.261717396,-0.059925196,-0.088215633,0.194417238,0.443968045,-0.184507951,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,1.632942176,1.62310936,1.986795513,2.024103557,2.103108311,2.290963158,2.09892933,0.013239761,0.32509711,-0.474155106,0.071352359,0.007133012,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,4.78313388,-0.081849315,-0.273652058,-0.179259535,0.171196693,0,3,TRUE
2018,Oman,OMN,18898511468,2864610829,1978,5658.039,-1.04,0.64,0.13,0.16,0.44,0.22,91505851756,4597877,19901.76156,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,40,0.091666667,0.206527901,0.03130522,0,0,1,-0.902412833,0.285757751,-0.260924741,-0.236218505,-0.199021582,0.679754923,3.520419933,-0.117112071,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-1.007325961,0.754953511,0.159122565,0.172821349,0.521417489,0.274834872,0.157873799,0.548382818,2.534287782,-1.733806269,1.756540741,0.348018313,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,0.370042077,0.878920688,-0.978891552,0.073570169,0.160286156,0,2,TRUE
2005,Pakistan,PAK,832795891,3423029686,1951,3882.877,-0.98,-1.75,-0.46,-0.64,-0.89,-1.06,1.45209E+11,175453212,827.6198612,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,54,-0.963333333,0.005735171,0.023573194,0,0,0,-1.365600345,1.117221988,1.40329593,-0.150019089,-0.166055864,-0.253618686,-0.356858274,-0.184310497,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,-0.945444677,-1.744916946,-0.443294776,-0.659215598,-0.827075327,-0.996418431,-1.00675952,0.006394213,-0.886401172,0.652523398,0.980772888,-0.247719762,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-2.244151336,-0.949272425,-0.445534295,0.183506356,-0.279540684,0,2,TRUE
2013,Pakistan,PAK,3207065704,11015599865,1951,3882.877,-0.8,-2.6,-0.8,-0.71,-0.86,-0.96,2.58657E+11,211073978,1225.434012,0,0,1,1,0,0,0,0,0,0,1,1,0,3,3.5,62,-1.121666667,0.012398902,0.042587635,1,1,1,-1.365600345,1.592344409,1.750260893,0.032079892,0.282164187,-0.130950931,-0.228182595,-0.019057488,-0.294045397,-0.219225392,3.469093216,0.881289162,-0.248424495,-0.759800824,-2.633992213,-0.790450531,-0.732018831,-0.796658196,-0.897101767,-1.181546511,0.539861449,-0.8328642,0.87604259,1.169338315,-0.292903724,1.143364381,2.25890594,1.983253378,-1.624060513,-0.171936432,-2.622504859,-1.754394606,-0.342440995,-0.097636239,-0.047937996,2,1,TRUE
2005,Peru,PER,2264666172,608885377,1971,16666.29,-0.01,-0.98,-0.7,0.01,-0.7,-0.37,76060606061,28101180,2706.669473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,34,-0.458333333,0.029774495,0.008005266,0,0,0,1.969935946,-0.070584065,-0.031990229,-0.261010012,-0.332186157,-0.179640441,0.107337567,-0.319610137,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.054969422,-0.939519351,-0.688345897,0.016814422,-0.634433496,-0.311133448,-0.449281012,-0.425776775,-0.091153983,-0.288713325,0.216244451,-0.02609965,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.012934487,-0.719561931,0.314479758,0.11495348,0.42069562,0,1,TRUE
2008,Peru,PER,4675616940,2770453822,1971,16666.29,0.15,-0.89,-0.43,0.32,-0.73,-0.21,1.20551E+11,28719041,4197.584446,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,-0.298333333,0.038785514,0.022981668,0,0,0,1.969935946,0.107586843,-0.025971939,-0.189598134,-0.20458005,-0.055077547,0.281339009,-0.189451409,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.219986181,-0.84538197,-0.412663386,0.339228739,-0.664850627,-0.152226785,-0.272654158,-0.21890291,0.109213476,-0.270701928,0.243392104,-0.016543514,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.609236281,-0.811494565,0.295972059,0.26205195,0.424692837,1,1,TRUE
2013,Peru,PER,8488543149,6185932404,1971,16666.29,0.08,-0.81,-0.15,0.41,-0.57,-0.46,2.01176E+11,29817919,6746.800257,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,42,-0.25,0.042194707,0.030748928,0,0,1,1.969935946,0.404538356,-0.01526829,-0.060185244,-0.002950569,0.141919061,0.347170036,-0.121946757,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.147791349,-0.761704298,-0.12677041,0.432832895,-0.502625928,-0.400518446,-0.219298129,0.08626228,0.200443146,-0.26694764,0.189260433,-0.043889163,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-0.480405989,-0.766776534,0.179009612,0.525649453,0.152942083,2,1,TRUE
2005,Philippines,PHL,12870401026,4689051993,1975,2850.319,-0.01,-1.18,-0.02,-0.22,-0.33,-0.66,1.0742E+11,88015962,1220.460186,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.5,30,-0.403333333,0.11981385,0.043651582,1,0,0,-1.635022501,-0.308145276,0.551611206,-0.210674388,-0.091317459,0.368309789,1.84598431,-0.009810808,-0.294045397,-0.219225392,-0.231110698,0.881289162,-0.248424495,0.054969422,-1.148713532,0.005965614,-0.2223962,-0.259288878,-0.599151774,-0.388565531,0.438817333,1.121819689,-0.569561273,1.440038176,0.008667051,0.083624418,-0.283467263,0.025173381,-0.313012221,-0.91683577,-0.855402671,-0.945049409,0.091631314,0.155672547,-0.367045942,0,1,TRUE
2014,Papua New Guinea,PNG,1418414416,636697454,1976,6343.974,0.01,-0.34,-0.61,-0.35,-0.77,-0.91,23210823987,8523441,2723.175298,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,38,-0.495,0.061110041,0.027431058,0,0,1,-0.723433941,0.166977145,-0.222687686,-0.345840373,-0.330544298,-0.223362432,0.71242237,-0.15078211,-0.294045397,-0.219225392,-0.231110698,-0.335818116,-0.248424495,0.075596517,-0.270097974,-0.596451727,-0.357602204,-0.705406802,-0.847443435,-0.489757999,-0.458130307,0.496388297,-0.4740047,0.409912706,0.098658514,-0.598625079,-0.048100503,-0.028890218,0.031648935,-0.000812425,-1.132735629,0.001992723,0.625715481,0.309332765,-0.041381071,0,2,TRUE
