"變數","PC1","PC2"
"trade_std",0.828061275732419,-0.274095046742505
"arms_std",0.627670854988531,0.545850657836329
"military_std",0.480172626105451,0.728107084740319
"financial",0.91119929740265,-0.193922711408852
"travel_std",0.722128766790841,-0.399598964717336
