year,countryname,countrycode,china_im_fr_i,china_ex_to_i,diplomcy,dist,va,psv,ge,rq,rl,cc,gdp,population_total,gdp_per_capita,trade,arms,military,financial,travel,ASEAN.1,RCEP,AIIB,NDB,SCO,BFTA,FTA,ORG,partnership,partnership2,dip_age,WGI,exportdep,importdep,economy,arms_and_military,xi,dist_std,dip_age_std,population_total_std,gdp_std,china_ex_to_i_std,china_im_fr_i_std,exportdep_std,importdep_std,trade_std,arms_std,military_std,financial_std,travel_std,va_std,psv_std,ge_std,rq_std,rl_std,cc_std,WGI_std,econ_PC1,econ_PC2,econ_PC3,econ_PC4,econ_PC5,sanct_PC1,sanct_PC2,sanct_PC3,sanct_PC4,sanct_PC5,gov_PC1,gov_PC2,gov_PC3,gov_PC4,gov_PC5
1996,Burundi,BDI,2444,913347,1971,10011.62,-1.55,-2.12,-1.66,-1.64,-1.42,-0.68,869033856.317093,6070506,143.156741187159,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,25,-1.51166666666667,2.81231851007222e-06,0.00105099127423033,2,0,0,0.233553549888731,-0.605096789020829,-0.246580561238071,-0.381701677042197,-0.3680771985575,-0.296645347422051,-0.467549273717723,-0.380049190187994,-0.2940453972665,-0.219225391889244,-0.231110698149893,2.09839643982268,-0.248424494567586,-1.53331687949574,-2.13192618022228,-1.6685503839007,-1.69926178177013,-1.36444464478153,-0.61901510705317,-1.6120744673273,-0.7116817083197,-0.427161338718169,-0.185320034559023,-0.212788813187922,-0.156362095135616,0.765873914475449,-0.518834023917129,0.0792369801964813,-0.657673377623828,-1.83285911415503,-3.64014852937459,-0.694075326279848,-0.468020758709315,-0.853840240010141,0.367735395515068
1996,Belgium,BEL,1022736769,1042134040,1971,7970.82,1.43,1.29,1.71,1.21,1.37,1.36,279201433224.756,10156637,27489.5551770488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,25,1.395,0.00366307850639399,0.00373255261609308,0,0,0,-0.298946062113065,-0.605096789020829,-0.206779499876535,0.0650558469631243,-0.306609740062636,-0.243805302215058,-0.39687006976782,-0.356743951789466,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,1.5401202495841,1.43483459716199,1.77237578195105,1.26486984270021,1.46434855560758,1.40704484523466,1.59664671354807,-0.389990085502535,-0.460689314305753,-0.175345386155185,-0.240774196985337,0.168093684913462,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,3.62276287181053,0.0911845171371074,0.14653655520915,-0.0601440092250135,-0.35978089177803
1996,Benin,BEN,1961077,69893388,1972,11545.88,0.26,1.05,-0.38,-0.18,0.05,-0.55,2361116449.39308,6391858,369.394384135736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,24,0.0416666666666667,0.000830571910379132,0.0296018385785106,0,0,0,0.633883251334181,-0.66448709166399,-0.243450424032325,-0.379306702089921,-0.364005028425224,-0.296544153735935,-0.451565357244964,-0.131916025184937,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.333435202260806,1.1838015805719,-0.361611068681046,-0.1807943530941,0.125994783380474,-0.489903443426985,0.102677906856096,-0.701418831928692,-0.272177412658786,0.00465739898913184,-0.244543628402773,-0.135614938143819,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,0.182811511772082,1.09130969778379,0.745040712477022,0.238732027912419,-0.0401223328450265
1996,Burkina Faso,BFA,0,770886,2018,11404.37,-0.53,-0.3,-0.93,-0.3,-0.93,0.11,2586550595.41013,10655942,242.733171352672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.48,0,0.00029803631190047,0,0,0,0.596959486097817,NA,-0.201916007016634,-0.378944852728764,-0.368085608605113,-0.296645473692449,-0.467603579176218,-0.38659306245618,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.481335043367739,-0.228259137747388,-0.923186555689492,-0.305599895177061,-0.86763150206086,0.165586541136723,-0.473199231684037,-0.698483434805718,-0.448283855003165,-0.170720088748936,-0.178612000306247,-0.161071603774261,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-1.09215567080723,0.178310532509756,0.00867375357639996,-0.295584456524409,0.711640682350089
1996,Bangladesh,BGD,34223300,653049248,1975,3036.238,-0.06,-0.55,-0.69,-0.93,-0.93,-0.97,46438484107.5795,124862179,371.917937677345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,21,-0.688333333333333,0.000736959886991967,0.01406267367572,0,0,0,-1.58651123282604,-0.842657999593474,0.910512705304898,-0.308557139033927,-0.32957898516507,-0.29487731095954,-0.453372991704733,-0.266965683352378,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.00340168504418024,-0.48975186336207,-0.678135434085806,-0.960828991112611,-0.86763150206086,-0.90703343360389,-0.703182114487604,-0.339415849518469,-0.796446932513506,0.409188591414312,0.627359218226109,-0.265600923340046,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-1.62344974080008,-0.00209007182517366,0.682024901055036,-0.074777564950611,-0.291111144683495
1996,Bulgaria,BGR,33918740,27424694,1949,7364.447,0.43,-0.09,-0.04,-0.18,-0.34,-0.36,12294964837.6235,8362826,1470.19259250682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,47,-0.0966666666666667,0.00275875046801324,0.00223056302821448,0,0,0,-0.457165087607167,0.701489869128719,-0.224252160856322,-0.363361661125088,-0.366512126779421,-0.294893046193779,-0.414332511727344,-0.369797624987672,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.508765508282139,-0.00860524823105429,-0.0144553130758255,-0.1807943530941,-0.269427922050261,-0.3012017812041,-0.050030727325473,-0.686672311026173,-0.397111878288822,-0.188398090658214,-0.171220677856253,-0.133887870054824,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-0.131960514492259,-0.0805937733845427,0.593761842630165,0.0573120868252723,-0.237387169049923
1996,Bahrain,BHR,28808677,14317328,1989,6184.87,-0.72,-0.31,0.78,0.79,-0.01,0.33,6938166755.31915,573792,12091.7802188235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7,0.143333333333333,0.00415220302652913,0.00206356066449738,0,0,0,-0.76494845433896,-1.67412223659773,-0.300121441645677,-0.371959976855765,-0.367285907478363,-0.295157059978523,-0.387425146928611,-0.371249029376147,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.677292444215111,-0.238718846771975,0.822802685736766,0.828050445409841,0.0651605210065145,0.384083202657959,0.214909553664237,-0.708234136175734,-0.349880186296373,-0.233753978281542,-0.211111482072049,-0.123627818382021,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,0.536887161976744,-0.355502069849957,-1.1284846114104,0.454080125702853,0.00980645750470384
1996,"Bahamas, The",BHS,14115,58485885,1997,12659.7,1.1,1.07,1.37,0.97,1.15,1.16,3.609e+09,306268,11783.797197226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1.13666666666667,3.91105569409809e-06,0.0162055652535328,0,0,0,0.924508848080477,NA,-0.302727265869052,-0.377303696451407,-0.364678459352881,-0.296644744434401,-0.467528057263638,-0.24834198144279,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,1.19977318495445,1.20472099862107,1.42522002634583,1.01525875853428,1.24128959356973,1.20841151657899,1.31146793887165,-0.720394208127433,-0.329574322965298,-0.106453960977678,-0.278565825888043,-0.136698052745795,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,2.97604397088138,0.122626710813592,0.0612674210505796,-0.100667867755649,-0.258103293150398
1996,Bosnia and Herzegovina,BIH,0,76624,1995,7615.699,-0.1,-0.59,-1.19,-0.91,-0.24,-0.27,2786045321.63743,3875246,718.933797141505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,-0.55,0,2.75027830326056e-05,0,0,0,-0.391606682807738,-2.0304640524567,-0.267963546258504,-0.378624639307173,-0.368126593692095,-0.296645473692449,-0.467603579176218,-0.388944248045945,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.037852504607898,-0.531590699460419,-1.18865860409348,-0.940028067432117,-0.168037484760329,-0.211816783309048,-0.550473480306036,-0.715884214889257,-0.42505619974712,-0.201620840287477,-0.227884475065552,-0.151440922767025,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-1.26900588692727,-0.0517978207275145,0.495411985254511,-0.68744514724698,0.34817904273271
1996,Belarus,BLR,27626080,9470096,1992,6480.601,-0.82,0.09,-0.38,-1.09,-0.8,-0.39,14756846153.8462,10159569,1452.5071047646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,-0.565,0.00187208565515875,0.000641742544529527,0,0,0,-0.687784282074699,-1.85229314452722,-0.20675094065709,-0.359410040675129,-0.367572059140329,-0.295218159403284,-0.431453879389179,-0.383605938661758,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.780427918345307,0.179669514211517,-0.361611068681046,-1.12723638055656,-0.735823933583948,-0.33099678050245,-0.567032247867893,-0.683291288408332,-0.424149602301017,-0.18462586167005,-0.165887983140772,-0.137536745590147,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-1.31534564223428,0.792704998572732,-0.141191449275866,-0.403540441876505,-0.296317802015312
1996,Belize,BLZ,0,991142,1987,13157.22,0.82,0.56,0.39,0.14,0.08,-0.03,850850000,210310,4045.69445104845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.326666666666667,0,0.00116488452723747,0,0,0,1.05432519802321,-1.55534163131141,-0.303661947171764,-0.381730864354358,-0.368072606004772,-0.296645473692449,-0.467603579176218,-0.379059352897354,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.910993857389902,0.671275838367121,0.424594613130777,0.152020425793798,0.156411914567453,0.0265432110777546,0.417294490531376,-0.72682370632082,-0.405285417217153,-0.209638086444637,-0.25587093552201,-0.148098111265992,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,0.919309273939989,0.2224923989721,0.694643698375997,0.0948093928403804,-0.326233144271547
1996,Bolivia,BOL,2585678,3186381,1985,17389.85,0.16,-0.13,-0.17,0,-0.26,-0.82,7396949126.35685,8021736,922.113259069714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11,-0.203333333333333,0.000349560062646192,0.0004307696248236,0,0,0,2.15873221132543,-1.43656102602509,-0.227574556545498,-0.371223575069242,-0.367943012189526,-0.296511883434382,-0.460853625568392,-0.38543948768882,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.230299728130611,-0.0504440843294035,-0.147191337277822,0.00641396003034287,-0.188315572218316,-0.758058437112138,-0.167781963320899,-0.700089191619628,-0.43501920036759,-0.183622843108052,-0.195603970368721,-0.149781807853125,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-0.389436422523632,-0.0325484647950255,0.478814161330004,0.495485114448538,-0.207042155921475
1996,Brazil,BRA,1484083427,762941149,1974,17614.3,0.24,-0.22,-0.14,0.3,-0.22,-0.02,850426432991.742,164202549,5179.13052002464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,-0.01,0.00174510500782425,0.000897127746036803,0,0,0,2.21729725342353,-0.783267696950313,1.29370856475128,0.981941797448618,-0.323091622870937,-0.219969612272008,-0.433905857089696,-0.381386405991866,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.312808107434767,-0.144581465550689,-0.116559947077361,0.318427815237747,-0.147759397302343,0.0364748775105381,0.0456421519208111,0.49192426498893,-1.24280401199048,0.496695897118828,0.71312938582036,0.662976211530788,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,0.102844964159963,-0.283380378665104,0.254643240888659,0.153298096402243,0.236865868351362
1996,Barbados,BRB,0,1091909,1977,14118.99,1.34,1.05,1.41,1.29,1.05,1.54,2363645403.47039,262284,9011.77884838722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,1.28,0,0.000461959733214135,0,0,0,1.30527686003564,-0.961438604879796,-0.303155693122835,-0.379302642809491,-0.3680666573222,-0.296645473692449,-0.467603579176218,-0.385168416913608,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,1.44729832286692,1.1838015805719,1.46606187994644,1.34807353742218,1.13989915627979,1.58581484102476,1.4696961622405,-0.725486595635396,-0.409552067598896,-0.214155487760893,-0.254861719245697,-0.146661998966892,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,3.33529055485718,-0.0810200201977565,0.123986521088061,-0.135017063418118,0.0116618500802752
1996,Brunei Darussalam,BRN,16300,38860901,1991,3896.4,-0.65,1.24,0.93,1.35,0.82,0.48,7663377277.00351,298276,25692.235637475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,0.695,2.12699954743368e-06,0.00507098888588129,0,0,0,-1.36207183099407,-1.79290284188405,-0.302805112145249,-0.370795925319597,-0.365837001338833,-0.296644631545358,-0.46756250712651,-0.345111707595871,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.605097612323974,1.38253605203906,0.975959636739069,1.41047630846366,0.90670115051295,0.533058199149711,0.823904227328083,-0.7190230021145,-0.387758166901344,-0.182324026377699,-0.263127964428587,-0.137819815881965,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,1.89454999861755,0.868194629070897,-1.11244345692797,0.833957024858728,0.211241309239023
1996,Bhutan,BTN,9694,151126,NA,2812.561,-0.95,0.72,0.64,-0.41,-0.03,0.94,303408345.620078,548784,552.873891403681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.151666666666667,3.19503406545667e-05,0.000498094407031365,0,0,0,-1.64487457843253,NA,-0.300365032696118,-0.38260957512825,-0.368122195538444,-0.296644972847425,-0.46698662277811,-0.38485437330975,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.914504034714561,0.838631182760518,0.679856198134616,-0.420004975419776,0.0448824335485281,0.98991485505775,0.224108868976379,-0.72644112533112,-0.40933043545374,-0.21300306048966,-0.251904129417853,-0.149518110200048,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,0.50444220911889,0.975631880249841,-1.0927757122693,-0.697560538355314,-0.216254604036537
1996,Botswana,BWA,4104675,1505526,1975,11792.98,0.86,1.02,0.56,0.65,0.58,0.82,4847757217.75815,1535914,3156.26865681161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,21,0.748333333333333,0.00084671628871262,0.000310561344632731,0,0,0,0.698358287656037,-0.842657999593474,-0.290749868203885,-0.375315339692708,-0.36804223984188,-0.296433403746953,-0.451253611664095,-0.386484208383286,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,0.95224804704198,1.15242245349814,0.598172490933388,0.682443979646386,0.663364101017113,0.870734857864348,0.882779845325796,-0.717710311205676,-0.404748629120395,-0.216156343450246,-0.236760613143154,-0.141892016524207,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,1.98096398331194,0.402279949276879,0.358997587093343,-0.106658634126732,0.123192939233174
1996,Central African Republic,CAF,2848961,2277376,1998,10367.61,-0.83,-1.21,-1.41,-0.89,-1.15,-1.14,1007791127.09913,3435965,293.306575328658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-1.105,0.00282693598245955,0.00225976984591568,0,0,0,0.326440916057155,NA,-0.272242373842826,-0.381478954661069,-0.367996674422216,-0.296498280795572,-0.413015859430871,-0.369543790835619,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,-0.790741465758326,-1.18009265898483,-1.41328879889686,-0.919227143751623,-1.09069046409871,-1.07587176296121,-1.16314788009474,-0.710545436700666,-0.374791711258918,-0.209999176266135,-0.203006371400201,-0.139883125297657,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,-2.64387028900341,-0.268813917590822,0.213056688206329,0.0180930348808834,0.300299372579088
1996,Canada,CAN,2572591226,1615958766,1970,10598.32,1.57,1.23,1.74,1.49,1.65,2.03,630607994132.747,29610218,21296.9723536904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,26,1.61833333333333,0.00407954109357271,0.00256254088282273,0,0,0,0.386639360532329,-0.545706486377667,-0.0172914068411906,0.629106332737369,-0.272734551290594,-0.163731349898909,-0.38882823821083,-0.366912431602797,-0.2940453972665,-0.219225391889244,-0.231110698149893,-0.335818115893828,-0.248424494567586,1.68450991336637,1.37207634301447,1.80300717215151,1.55608277422712,1.74824178001939,2.07246649623115,1.84318836391349,0.0234442128895384,-0.632617169427253,-0.103746286340158,-0.207277374030233,0.542645032986257,-0.598625078955704,-0.0481005025140759,-0.0288902176696144,0.0316489348383192,-0.000812425094499366,4.19211489061338,-0.149331300300498,-0.023492534029795,-0.364910469698833,0.000197929851000552
